SERIALNO,POBP,ANC1P,ANC2P,RAC1P,HISP,SEX,AGEP,PWGTP,POBP_SP,ANC1P_SP,ANC2P_SP,RAC1P_SP,HISP_SP,RELSHIPP_SP,gen,gender,partnership_type,age_group,spouse_iran,spouse_mena,spouse_white,spouse_hsp,spouse,PERWT,AGE,BPL,ANCESTR1,ANCESTR2,RACE,HISPAN,BPL_SP,ANCESTR1_SP,ANCESTR2_SP,RACE_SP,HISPAN_SP
2024HU0332687,212,416,999,1,1,2,29,36,212,416,999,1,1,21,1st gen,Female,Married,20-29,Yes,Yes,Yes,No,Iranian,36,29,212,416,999,1,1,212,416,999,1,1
2024HU0372464,212,416,999,1,1,1,49,14,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,14,49,212,416,999,1,1,212,416,999,1,1
2024HU0384968,212,416,999,1,1,1,78,9,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,9,78,212,416,999,1,1,212,416,999,1,1
2024HU0429697,245,427,416,1,1,2,19,10,4,924,32,1,1,22,2nd gen,Female,Unmarried partner,NA,No,No,Yes,No,Other White,10,19,245,427,416,1,1,4,924,32,1,1
2024HU0462122,212,32,50,1,1,2,57,6,4,22,999,1,24,21,1st gen,Female,Married,50-59,No,No,No,Yes,Hispanic,6,57,212,32,50,1,1,4,22,999,1,24
2024HU0529442,212,416,999,1,1,1,69,17,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,17,69,212,416,999,1,1,212,416,999,1,1
2024HU0559715,212,416,999,1,1,1,70,11,303,291,999,8,2,21,1st gen,Male,Married,70-79,No,No,No,Yes,Hispanic,11,70,212,416,999,1,1,303,291,999,8,2
2024HU0588755,212,431,171,1,1,1,53,21,164,171,999,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,21,53,212,431,171,1,1,164,171,999,1,1
2024HU0633733,212,999,999,1,1,1,38,21,6,999,999,1,1,21,1st gen,Male,Married,30-39,No,No,Yes,No,Other White,21,38,212,999,999,1,1,6,999,999,1,1
2024HU0670613,212,416,999,1,1,1,60,9,315,999,999,8,9,21,1st gen,Male,Married,60-69,No,No,No,Yes,Hispanic,9,60,212,416,999,1,1,315,999,999,8,9
2024HU0692067,4,416,210,1,2,2,42,23,36,51,50,1,1,21,2nd gen,Female,Married,40-49,No,No,Yes,No,Other White,23,42,4,416,210,1,2,36,51,50,1,1
2024HU0746311,212,416,999,1,1,2,77,20,214,32,998,1,1,21,1st gen,Female,Married,70-79,No,No,Yes,No,Other White,20,77,212,416,999,1,1,214,32,998,1,1
2024HU0798522,4,924,416,1,1,1,33,36,4,32,50,9,2,21,2nd gen,Male,Married,30-39,No,No,No,Yes,Hispanic,36,33,4,924,416,1,1,4,32,50,9,2
2024HU0838370,4,416,999,1,2,1,42,6,4,996,999,1,2,21,2nd gen,Male,Married,40-49,No,No,No,Yes,Hispanic,6,42,4,416,999,1,2,4,996,999,1,2
2024HU0909299,212,416,999,9,1,1,42,19,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,19,42,212,416,999,9,1,212,416,999,1,1
2024HU0950385,212,416,999,9,1,2,53,30,18,924,89,1,1,21,1st gen,Female,Married,50-59,No,No,Yes,No,Other White,30,53,212,416,999,9,1,18,924,89,1,1
2024HU0950577,212,416,999,1,1,1,51,11,6,939,425,1,1,21,1st gen,Male,Married,50-59,No,Yes,Yes,No,Other MENA,11,51,212,416,999,1,1,6,939,425,1,1
2024HU0987583,212,416,999,1,1,1,42,23,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,23,42,212,416,999,1,1,212,416,999,1,1
2024HU0988916,212,416,999,9,1,1,54,10,303,210,999,8,2,21,1st gen,Male,Married,50-59,No,No,No,Yes,Hispanic,10,54,212,416,999,9,1,303,210,999,8,2
2024HU1010926,212,416,999,1,1,2,48,13,53,924,999,1,1,21,1st gen,Female,Married,40-49,No,No,Yes,No,Other White,13,48,212,416,999,1,1,53,924,999,1,1
2024HU1041238,212,416,999,1,1,1,69,9,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,9,69,212,416,999,1,1,212,416,999,1,1
2024HU1058728,55,416,32,1,1,1,41,13,303,210,999,9,2,21,2nd gen,Male,Married,40-49,No,No,No,Yes,Hispanic,13,41,55,416,32,1,1,303,210,999,9,2
2024HU1115320,212,416,999,1,1,1,69,11,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,11,69,212,416,999,1,1,212,416,999,1,1
2024HU1124772,212,416,999,1,1,2,56,9,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,9,56,212,416,999,1,1,212,416,999,1,1
2024HU1145105,49,416,999,1,1,1,63,15,164,171,999,1,1,21,2nd gen,Male,Married,60-69,No,No,Yes,No,Other White,15,63,49,416,999,1,1,164,171,999,1,1
2024HU1208842,48,416,999,1,1,2,44,15,42,51,32,1,1,21,2nd gen,Female,Married,40-49,No,No,Yes,No,Other White,15,44,48,416,999,1,1,42,51,32,1,1
2024HU1212251,212,416,999,1,1,2,74,18,212,416,999,1,1,21,1st gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,18,74,212,416,999,1,1,212,416,999,1,1
2024HU1246450,212,999,999,1,1,1,46,48,17,999,999,1,1,21,1st gen,Male,Married,40-49,No,No,Yes,No,Other White,48,46,212,999,999,1,1,17,999,999,1,1
2024HU1346760,6,51,416,1,1,1,30,88,17,142,51,1,1,21,2nd gen,Male,Married,30-39,No,No,Yes,No,Other White,88,30,6,51,416,1,1,17,142,51,1,1
2024HU1354543,212,416,999,1,1,1,61,29,212,999,999,1,1,21,1st gen,Male,Married,60-69,Yes,No,Yes,No,Iranian,29,61,212,416,999,1,1,212,999,999,1,1
2024HU1411682,139,416,999,1,1,2,46,13,212,416,999,1,1,21,2nd gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,13,46,139,416,999,1,1,212,416,999,1,1
2024HU1456328,47,416,999,1,1,2,35,8,17,51,939,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,8,35,47,416,999,1,1,17,51,939,1,1
2020HU0007959,48,416,999,1,1,1,48,14,6,231,999,9,13,21,2nd gen,Male,Married,40-49,No,No,No,Yes,Hispanic,14,48,48,416,999,1,1,6,231,999,9,13
2020HU0008041,212,416,999,9,1,1,45,5,212,416,999,9,1,21,1st gen,Male,Married,40-49,Yes,Yes,No,No,Iranian,5,45,212,416,999,9,1,212,416,999,9,1
2020HU0009061,212,416,999,1,1,1,75,8,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,8,75,212,416,999,1,1,212,416,999,1,1
2020HU0011664,212,431,999,1,1,1,55,39,213,431,999,1,1,21,1st gen,Male,Married,50-59,No,Yes,Yes,No,Other MENA,39,55,212,431,999,1,1,213,431,999,1,1
2020HU0017099,212,416,999,1,1,2,41,10,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,10,41,212,416,999,1,1,212,416,999,1,1
2020HU0020925,212,431,939,1,1,1,60,127,212,431,939,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,127,60,212,431,939,1,1,212,431,939,1,1
2020HU0022945,212,431,999,1,1,2,74,27,212,431,999,1,1,21,1st gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,27,74,212,431,999,1,1,212,431,999,1,1
2020HU0023228,212,416,999,1,1,2,40,9,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,9,40,212,416,999,1,1,212,416,999,1,1
2020HU0024470,212,416,999,9,1,2,33,54,212,416,999,9,1,22,1st gen,Female,Unmarried partner,30-39,Yes,Yes,No,No,Iranian,54,33,212,416,999,9,1,212,416,999,9,1
2020HU0025323,212,431,999,1,1,1,62,25,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,25,62,212,431,999,1,1,212,416,999,1,1
2020HU0027808,212,416,999,1,1,1,52,10,212,999,999,1,1,21,1st gen,Male,Married,50-59,Yes,No,Yes,No,Iranian,10,52,212,416,999,1,1,212,999,999,1,1
2020HU0030753,212,483,999,1,1,1,50,17,6,195,999,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,17,50,212,483,999,1,1,6,195,999,1,1
2020HU0035104,212,416,999,1,1,1,60,20,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,20,60,212,416,999,1,1,212,416,999,1,1
2020HU0037393,158,431,416,1,1,2,37,73,158,431,416,1,1,21,2nd gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,73,37,158,431,416,1,1,158,431,416,1,1
2020HU0039040,6,416,999,9,1,1,29,7,6,416,999,9,1,22,2nd gen,Male,Unmarried partner,20-29,Yes,Yes,No,No,Iranian,7,29,6,416,999,9,1,6,416,999,9,1
2020HU0040068,212,416,999,1,1,1,60,130,212,999,999,1,1,21,1st gen,Male,Married,60-69,Yes,No,Yes,No,Iranian,130,60,212,416,999,1,1,212,999,999,1,1
2020HU0044290,212,46,416,1,1,1,64,5,212,431,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,5,64,212,46,416,1,1,212,431,999,1,1
2020HU0045296,212,416,999,1,1,1,78,9,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,9,78,212,416,999,1,1,212,416,999,1,1
2020HU0045604,212,416,999,1,1,1,43,7,6,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,7,43,212,416,999,1,1,6,416,999,1,1
2020HU0045832,212,416,999,1,1,1,82,2,212,416,999,1,1,21,1st gen,Male,Married,80-89,Yes,Yes,Yes,No,Iranian,2,82,212,416,999,1,1,212,416,999,1,1
2020HU0049978,212,999,999,1,1,1,53,14,370,237,999,9,19,21,1st gen,Male,Married,50-59,No,No,No,Yes,Hispanic,14,53,212,999,999,1,1,370,237,999,9,19
2020HU0051549,212,416,999,9,1,1,77,2,212,416,999,9,1,21,1st gen,Male,Married,70-79,Yes,Yes,No,No,Iranian,2,77,212,416,999,9,1,212,416,999,9,1
2020HU0052152,212,416,999,1,1,1,50,15,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,15,50,212,416,999,1,1,212,416,999,1,1
2020HU0053801,212,416,999,1,1,2,45,25,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,25,45,212,416,999,1,1,212,416,999,1,1
2020HU0055787,212,431,999,1,1,1,71,6,212,431,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,6,71,212,431,999,1,1,212,431,999,1,1
2020HU0058608,212,416,999,1,24,1,68,8,212,416,999,1,24,21,1st gen,Male,Married,60-69,Yes,Yes,No,Yes,Iranian,8,68,212,416,999,1,24,212,416,999,1,24
2020HU0060203,212,416,999,1,1,1,40,37,6,431,999,1,1,21,1st gen,Male,Married,40-49,No,Yes,Yes,No,Other MENA,37,40,212,416,999,1,1,6,431,999,1,1
2020HU0060842,212,416,431,1,1,1,51,44,212,416,431,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,44,51,212,416,431,1,1,212,416,431,1,1
2020HU0062932,212,416,999,1,1,2,55,21,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,21,55,212,416,999,1,1,212,416,999,1,1
2020HU0064874,212,416,999,1,1,1,63,27,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,27,63,212,416,999,1,1,212,416,999,1,1
2020HU0068083,212,416,999,9,1,1,60,5,36,82,999,1,3,21,1st gen,Male,Married,60-69,No,No,No,Yes,Hispanic,5,60,212,416,999,9,1,36,82,999,1,3
2020HU0069521,212,416,999,1,1,1,38,23,6,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,23,38,212,416,999,1,1,6,416,999,1,1
2020HU0076514,212,483,999,1,1,1,65,22,212,483,999,1,1,22,1st gen,Male,Unmarried partner,60-69,Yes,Yes,Yes,No,Iranian,22,65,212,483,999,1,1,212,483,999,1,1
2020HU0077965,212,431,999,1,1,2,35,36,212,431,999,1,1,21,1st gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,36,35,212,431,999,1,1,212,431,999,1,1
2020HU0082115,212,416,999,9,1,1,62,13,212,416,999,9,1,21,1st gen,Male,Married,60-69,Yes,Yes,No,No,Iranian,13,62,212,416,999,9,1,212,416,999,9,1
2020HU0090008,212,416,999,1,1,1,72,54,211,730,999,6,1,21,1st gen,Male,Married,70-79,No,No,No,No,Other,54,72,212,416,999,1,1,211,730,999,6,1
2020HU0090922,212,483,999,1,24,2,41,73,212,483,999,1,24,21,1st gen,Female,Married,40-49,Yes,Yes,No,Yes,Iranian,73,41,212,483,999,1,24,212,483,999,1,24
2020HU0092676,212,416,999,1,1,2,40,14,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,14,40,212,416,999,1,1,212,416,999,1,1
2020HU0093516,139,416,999,1,1,1,46,12,212,416,999,1,1,21,2nd gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,12,46,139,416,999,1,1,212,416,999,1,1
2020HU0095529,212,416,999,9,1,2,48,57,212,416,999,9,1,21,1st gen,Female,Married,40-49,Yes,Yes,No,No,Iranian,57,48,212,416,999,9,1,212,416,999,9,1
2020HU0096669,212,416,999,1,1,1,37,18,212,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,18,37,212,416,999,1,1,212,416,999,1,1
2020HU0096930,212,416,999,1,1,1,64,11,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,11,64,212,416,999,1,1,212,416,999,1,1
2020HU0097899,212,416,999,1,1,1,65,22,312,226,999,8,24,21,1st gen,Male,Married,60-69,No,No,No,Yes,Hispanic,22,65,212,416,999,1,1,312,226,999,8,24
2020HU0105662,212,465,999,1,1,1,69,12,8,999,999,1,1,21,1st gen,Male,Married,60-69,No,No,Yes,No,Other White,12,69,212,465,999,1,1,8,999,999,1,1
2020HU0108601,212,416,999,1,1,2,71,5,6,939,999,1,1,21,1st gen,Female,Married,70-79,No,No,Yes,No,Other White,5,71,212,416,999,1,1,6,939,999,1,1
2020HU0111601,212,416,999,1,1,2,46,12,212,999,999,1,1,21,1st gen,Female,Married,40-49,Yes,No,Yes,No,Iranian,12,46,212,416,999,1,1,212,999,999,1,1
2020HU0113561,212,416,999,1,1,2,42,46,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,46,42,212,416,999,1,1,212,416,999,1,1
2020HU0117733,212,998,999,1,1,1,87,26,212,996,999,1,1,21,1st gen,Male,Married,80-89,Yes,No,Yes,No,Iranian,26,87,212,998,999,1,1,212,996,999,1,1
2020HU0118874,212,999,999,1,1,1,90,7,6,999,999,1,1,21,1st gen,Male,Married,NA,No,No,Yes,No,Other White,7,90,212,999,999,1,1,6,999,999,1,1
2020HU0119777,212,416,999,1,1,2,66,11,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,11,66,212,416,999,1,1,212,416,999,1,1
2020HU0121045,212,431,999,1,1,1,66,31,163,148,999,1,1,21,1st gen,Male,Married,60-69,No,No,Yes,No,Other White,31,66,212,431,999,1,1,163,148,999,1,1
2020HU0123027,6,416,999,1,1,2,53,9,6,999,999,1,1,21,2nd gen,Female,Married,50-59,No,No,Yes,No,Other White,9,53,6,416,999,1,1,6,999,999,1,1
2020HU0125312,212,416,999,1,1,1,52,17,303,210,999,9,2,21,1st gen,Male,Married,50-59,No,No,No,Yes,Hispanic,17,52,212,416,999,1,1,303,210,999,9,2
2020HU0127685,212,999,999,1,1,1,48,27,6,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,27,48,212,999,999,1,1,6,416,999,1,1
2020HU0128305,212,416,999,1,1,1,49,13,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,13,49,212,416,999,1,1,212,416,999,1,1
2020HU0130825,212,431,999,1,1,1,73,14,212,431,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,14,73,212,431,999,1,1,212,431,999,1,1
2020HU0133185,212,416,999,1,1,2,73,9,212,417,999,1,1,21,1st gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,9,73,212,416,999,1,1,212,417,999,1,1
2020HU0135208,212,431,999,1,1,1,78,63,212,431,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,63,78,212,431,999,1,1,212,431,999,1,1
2020HU0135490,212,416,999,1,1,2,49,9,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,9,49,212,416,999,1,1,212,416,999,1,1
2020HU0138241,212,416,999,1,1,2,54,13,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,13,54,212,416,999,1,1,212,416,999,1,1
2020HU0140756,212,416,999,1,1,1,52,7,215,740,999,6,1,21,1st gen,Male,Married,50-59,No,No,No,No,Other,7,52,212,416,999,1,1,215,740,999,6,1
2020HU0142232,212,416,999,1,1,1,50,8,6,210,999,9,2,21,1st gen,Male,Married,50-59,No,No,No,Yes,Hispanic,8,50,212,416,999,1,1,6,210,999,9,2
2020HU0145639,48,416,999,1,1,1,45,25,2,706,999,6,1,21,2nd gen,Male,Married,40-49,No,No,No,No,Other,25,45,48,416,999,1,1,2,706,999,6,1
2020HU0148508,212,416,999,9,1,1,56,54,212,416,999,9,1,21,1st gen,Male,Married,50-59,Yes,Yes,No,No,Iranian,54,56,212,416,999,9,1,212,416,999,9,1
2020HU0155533,212,431,999,1,1,1,54,10,212,431,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,10,54,212,431,999,1,1,212,431,999,1,1
2020HU0163398,26,416,999,1,1,1,53,16,212,416,999,1,1,21,2nd gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,16,53,26,416,999,1,1,212,416,999,1,1
2020HU0166830,212,416,999,1,1,1,75,6,210,615,999,6,1,21,1st gen,Male,Married,70-79,No,No,No,No,Other,6,75,212,416,999,1,1,210,615,999,6,1
2020HU0167378,212,416,999,1,1,1,59,14,110,32,999,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,14,59,212,416,999,1,1,110,32,999,1,1
2020HU0170261,212,416,999,1,1,1,52,37,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,37,52,212,416,999,1,1,212,416,999,1,1
2020HU0173757,212,416,999,1,1,2,37,30,212,416,999,1,1,21,1st gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,30,37,212,416,999,1,1,212,416,999,1,1
2020HU0174109,212,416,999,1,1,1,47,16,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,16,47,212,416,999,1,1,212,416,999,1,1
2020HU0176332,212,431,999,1,1,1,44,8,212,431,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,8,44,212,431,999,1,1,212,431,999,1,1
2020HU0182374,212,416,999,1,1,1,68,63,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,63,68,212,416,999,1,1,212,416,999,1,1
2020HU0182729,212,416,999,1,1,2,60,17,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,17,60,212,416,999,1,1,212,416,999,1,1
2020HU0184399,6,24,416,1,1,2,54,15,6,84,88,1,1,21,2nd gen,Female,Married,50-59,No,No,Yes,No,Other White,15,54,6,24,416,1,1,6,84,88,1,1
2020HU0185308,212,431,939,1,1,2,53,13,212,431,939,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,13,53,212,431,939,1,1,212,431,939,1,1
2020HU0187749,212,416,999,1,1,2,52,23,6,22,51,1,1,21,1st gen,Female,Married,50-59,No,No,Yes,No,Other White,23,52,212,416,999,1,1,6,22,51,1,1
2020HU0187998,212,999,999,9,1,1,48,20,212,999,999,9,1,21,1st gen,Male,Married,40-49,Yes,No,No,No,Iranian,20,48,212,999,999,9,1,212,999,999,9,1
2020HU0191776,212,148,999,1,1,1,75,12,212,999,999,1,1,21,1st gen,Male,Married,70-79,Yes,No,Yes,No,Iranian,12,75,212,148,999,1,1,212,999,999,1,1
2020HU0193528,212,431,999,1,1,2,60,96,212,431,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,96,60,212,431,999,1,1,212,431,999,1,1
2020HU0200351,200,416,999,1,1,1,80,48,200,416,999,1,1,21,2nd gen,Male,Married,80-89,Yes,Yes,Yes,No,Iranian,48,80,200,416,999,1,1,200,416,999,1,1
2020HU0202474,39,416,999,1,1,1,36,15,39,416,999,1,1,21,2nd gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,15,36,39,416,999,1,1,39,416,999,1,1
2020HU0202997,212,416,999,1,1,1,58,35,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,35,58,212,416,999,1,1,212,416,999,1,1
2020HU0203321,212,416,999,8,1,2,42,32,212,416,999,8,1,22,1st gen,Female,Unmarried partner,40-49,Yes,Yes,No,No,Iranian,32,42,212,416,999,8,1,212,416,999,8,1
2020HU0208685,212,416,431,1,1,2,68,13,212,416,431,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,13,68,212,416,431,1,1,212,416,431,1,1
2020HU0215720,212,490,999,1,1,1,53,11,212,490,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,11,53,212,490,999,1,1,212,490,999,1,1
2020HU0216747,212,416,999,1,1,1,60,112,212,939,999,1,1,21,1st gen,Male,Married,60-69,Yes,No,Yes,No,Iranian,112,60,212,416,999,1,1,212,939,999,1,1
2020HU0217463,212,416,999,1,1,2,56,141,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,141,56,212,416,999,1,1,212,416,999,1,1
2020HU0220091,41,416,999,9,1,1,23,13,53,51,999,1,1,21,2nd gen,Male,Married,20-29,No,No,Yes,No,Other White,13,23,41,416,999,9,1,53,51,999,1,1
2020HU0227648,212,431,999,1,1,2,40,19,212,431,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,19,40,212,431,999,1,1,212,431,999,1,1
2020HU0227912,212,416,999,1,1,1,62,15,212,999,999,1,1,21,1st gen,Male,Married,60-69,Yes,No,Yes,No,Iranian,15,62,212,416,999,1,1,212,999,999,1,1
2020HU0234561,36,416,89,1,1,2,24,91,6,924,999,1,1,22,2nd gen,Female,Unmarried partner,20-29,No,No,Yes,No,Other White,91,24,36,416,89,1,1,6,924,999,1,1
2020HU0235882,212,416,999,1,1,1,52,21,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,21,52,212,416,999,1,1,212,416,999,1,1
2020HU0236909,212,416,999,1,1,2,54,10,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,10,54,212,416,999,1,1,212,416,999,1,1
2020HU0239555,6,416,999,9,1,2,24,10,6,999,999,1,1,24,2nd gen,Female,Unmarried partner,20-29,No,No,Yes,No,Other White,10,24,6,416,999,9,1,6,999,999,1,1
2020HU0239849,212,416,999,1,1,1,50,13,6,290,999,8,2,21,1st gen,Male,Married,50-59,No,No,No,Yes,Hispanic,13,50,212,416,999,1,1,6,290,999,8,2
2020HU0240732,212,416,999,1,1,1,59,12,23,939,999,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,12,59,212,416,999,1,1,23,939,999,1,1
2020HU0244821,212,490,999,1,1,1,72,11,218,148,999,1,1,22,1st gen,Male,Unmarried partner,70-79,No,No,Yes,No,Other White,11,72,212,490,999,1,1,218,148,999,1,1
2020HU0246871,212,431,999,1,1,1,49,11,212,431,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,11,49,212,431,999,1,1,212,431,999,1,1
2020HU0247447,212,416,999,1,1,1,69,3,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,3,69,212,416,999,1,1,212,416,999,1,1
2020HU0250268,212,416,999,1,1,2,38,17,212,999,999,1,1,21,1st gen,Female,Married,30-39,Yes,No,Yes,No,Iranian,17,38,212,416,999,1,1,212,999,999,1,1
2020HU0252715,212,431,999,1,1,2,38,5,212,431,999,1,1,21,1st gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,5,38,212,431,999,1,1,212,431,999,1,1
2020HU0252725,212,416,999,1,1,1,61,3,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,3,61,212,416,999,1,1,212,416,999,1,1
2020HU0254316,212,416,999,9,1,2,62,11,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,11,62,212,416,999,9,1,212,416,999,1,1
2020HU0259253,212,416,998,1,1,1,80,7,212,416,998,1,1,21,1st gen,Male,Married,80-89,Yes,Yes,Yes,No,Iranian,7,80,212,416,998,1,1,212,416,998,1,1
2020HU0261297,212,416,999,1,1,1,73,41,233,252,999,6,1,21,1st gen,Male,Married,70-79,No,No,No,No,Other,41,73,212,416,999,1,1,233,252,999,6,1
2020HU0264664,214,416,999,1,1,2,37,8,214,416,999,1,1,21,2nd gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,8,37,214,416,999,1,1,214,416,999,1,1
2020HU0265844,212,416,999,1,1,1,41,16,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,16,41,212,416,999,1,1,212,416,999,1,1
2020HU0266344,212,999,999,1,1,1,82,32,212,416,999,1,1,21,1st gen,Male,Married,80-89,Yes,Yes,Yes,No,Iranian,32,82,212,999,999,1,1,212,416,999,1,1
2020HU0266396,212,924,999,1,1,2,32,18,212,924,999,1,1,21,1st gen,Female,Married,30-39,Yes,No,Yes,No,Iranian,18,32,212,924,999,1,1,212,924,999,1,1
2020HU0272345,212,416,999,1,1,1,28,15,361,252,999,8,14,21,1st gen,Male,Married,20-29,No,No,No,Yes,Hispanic,15,28,212,416,999,1,1,361,252,999,8,14
2020HU0272879,36,190,416,1,1,1,60,51,34,939,51,1,1,21,2nd gen,Male,Married,60-69,No,No,Yes,No,Other White,51,60,36,190,416,1,1,34,939,51,1,1
2020HU0274143,36,416,51,1,1,2,39,4,36,50,935,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,4,39,36,416,51,1,1,36,50,935,1,1
2020HU0274639,212,416,999,1,1,2,64,11,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,11,64,212,416,999,1,1,212,416,999,1,1
2020HU0277534,212,416,999,1,1,1,31,45,212,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,45,31,212,416,999,1,1,212,416,999,1,1
2020HU0280022,212,416,999,1,1,1,67,25,215,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,25,67,212,416,999,1,1,215,416,999,1,1
