YEAR,SERIAL,HHWT,STATEFIP,HHINCOME,PERWT,SEX,AGE,BPL,ANCESTR1,ANCESTR2,CITIZEN,YRIMMIG,SCHL,EMPSTAT,CLASSWKR,OCC,WKHP,INCTOT,INCWAGE,POVERTY,REGION,PUMA,educ_factor,age,gender,bpl,gen,class_wkrd,emp_stat,CITIZEN2,born_in_iran,any_iranian_anc,generation,is_child_of_iranian
2023,2023HU0885069,11,8,86000,11,2,36,6,416,999,1,1937,21,1,1,0440,40,86000,86000,501,4,00702,Bachelors degree,36,Female,6,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0920043,11,8,306000,11,2,44,212,416,999,4,2010,21,1,1,5710,40,79000,79000,501,4,01501,Bachelors degree,44,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0920043,11,8,306000,13,2,7,8,32,999,1,1937,5,0,0,N,0,-19999,-1,501,4,01501,Less than high school,7,Female,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0920043,11,8,306000,13,2,5,8,32,999,1,1937,1,0,0,N,0,-19999,-1,501,4,01501,Less than high school,5,Female,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0996515,17,8,350000,17,1,58,212,416,999,4,1989,24,1,1,1760,40,250000,250000,501,4,00801,Graduate degree,58,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1025506,14,8,713000,15,2,26,17,416,22,1,1937,23,1,1,3160,37,77000,65000,501,4,00601,Graduate degree,26,Female,17,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1025506,14,8,713000,13,1,0,8,50,22,1,1937,0,0,0,N,0,-19999,-1,501,4,00601,No schooling or N/A,0,Male,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1045750,33,8,92000,30,1,27,8,416,999,1,1937,19,1,1,0310,40,52000,52000,341,4,00801,Some college,27,Male,8,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1078444,3,8,33300,3,1,33,212,416,999,5,2022,22,1,1,1450,45,17200,17200,166,4,00502,Graduate degree,33,Male,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1078444,3,8,33300,17,2,31,212,416,999,5,2022,21,1,1,7750,45,16100,16100,166,4,00502,Bachelors degree,31,Female,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1129266,68,8,80000,68,2,57,212,98,999,5,1969,21,1,6,4000,60,60000,0,398,4,02401,Bachelors degree,57,Female,212,1st gen,Self-employed,Employed,Not a citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU1166451,25,8,150000,26,1,41,212,416,999,4,2010,21,1,1,0440,40,90000,90000,501,4,01705,Bachelors degree,41,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1167730,15,8,175560,15,2,24,6,416,999,1,1937,21,1,1,1108,48,80060,80000,501,4,00502,Bachelors degree,24,Female,6,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1182915,13,8,125000,12,1,38,212,416,999,4,2014,21,1,1,1450,40,125000,125000,411,4,00801,Bachelors degree,38,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1182915,13,8,125000,12,2,36,212,416,999,4,2014,21,6,0,N,0,0,0,411,4,00801,Bachelors degree,36,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1182915,13,8,125000,12,1,7,48,416,999,1,1937,4,0,0,N,0,-19999,-1,411,4,00801,Less than high school,7,Male,48,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1182915,13,8,125000,12,1,2,48,416,999,1,1937,0,0,0,N,0,-19999,-1,411,4,00801,No schooling or N/A,2,Male,48,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1198749,27,8,0,27,2,61,212,416,999,4,2017,18,6,0,N,0,0,0,0,4,01601,Some college,61,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1198749,27,8,0,29,1,69,212,416,999,5,2017,16,6,0,N,0,0,0,0,4,01601,High school degree,69,Male,212,1st gen,N/A,Not in labor force,Not a citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1207925,10,8,30600,10,2,32,6,416,171,1,1937,23,1,7,3270,30,30600,6600,198,4,01704,Graduate degree,32,Female,6,2nd gen,Self-employed,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1230888,11,8,101400,11,1,51,212,416,999,4,2012,21,1,1,7315,50,60000,60000,322,4,01603,Bachelors degree,51,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1230888,11,8,101400,12,2,42,212,416,999,4,2012,22,1,2,3245,40,38400,38400,322,4,01603,Graduate degree,42,Female,212,1st gen,Non-profit employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1230888,11,8,101400,13,2,19,212,416,999,4,2012,19,3,2,4110,25,3000,3000,322,4,01603,Some college,19,Female,212,1st gen,Non-profit employee,Unemployed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1230888,11,8,101400,11,2,6,48,416,999,1,1937,4,0,0,N,0,-19999,-1,322,4,01603,Less than high school,6,Female,48,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1252466,11,8,90670,11,1,67,212,416,999,4,1979,22,1,1,8300,30,40000,40000,394,4,02002,Graduate degree,67,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1252466,11,8,90670,13,2,60,212,416,999,4,2010,20,6,1,4810,10,670,670,394,4,02002,Some college,60,Female,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1252466,11,8,90670,10,1,33,212,416,999,4,2010,22,1,1,4710,50,50000,50000,394,4,02002,Graduate degree,33,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1254034,23,8,51200,24,1,39,8,32,416,1,1937,21,1,3,4622,24,51200,30700,326,4,01101,Bachelors degree,39,Male,8,2nd gen,Public sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1273151,13,8,208000,11,1,61,212,416,999,4,1976,23,1,3,0440,40,84000,84000,501,4,00302,Graduate degree,61,Male,212,1st gen,Public sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1273151,13,8,208000,16,1,33,55,999,999,1,1937,19,1,1,4110,30,25000,25000,501,4,00302,Some college,33,Male,55,2nd gen,Private sector employee,Employed,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1273151,13,8,208000,13,2,30,55,999,999,1,1937,24,1,2,5740,40,29000,29000,501,4,00302,Graduate degree,30,Female,55,2nd gen,Non-profit employee,Employed,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU1364618,12,8,42700,11,2,85,212,416,999,4,1979,21,6,0,N,0,42700,0,301,4,00302,Bachelors degree,85,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1423958,67,8,68800,69,1,45,212,416,999,5,2016,19,1,1,4030,30,23600,18000,284,4,02002,Some college,45,Male,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1423958,67,8,68800,61,1,3,4,416,939,1,1937,2,0,0,N,0,-19999,-1,284,4,02002,Less than high school,3,Male,4,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1444978,19,8,190000,19,1,30,51,416,680,1,1937,21,1,1,0705,40,130000,130000,501,4,01705,Bachelors degree,30,Male,51,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU1455900,6,8,140500,6,2,68,212,416,999,4,1962,18,6,0,N,0,0,0,501,4,01602,Some college,68,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024GQ0013221,0,8,-60000,5,2,28,212,416,999,5,2022,22,1,4,2545,45,30000,30000,-1,4,00301,Graduate degree,28,Female,212,1st gen,Public sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024GQ0043593,0,8,-60000,4,1,29,212,416,999,5,2021,22,1,4,2545,20,36140,35600,-1,4,00502,Graduate degree,29,Male,212,1st gen,Public sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024GQ0132092,0,8,-60000,9,1,29,212,416,999,5,2021,22,1,4,2545,20,37540,37000,-1,4,00502,Graduate degree,29,Male,212,1st gen,Public sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024GQ0145901,0,8,-60000,12,2,28,212,416,999,5,2022,22,1,4,2545,45,30000,30000,-1,4,00302,Graduate degree,28,Female,212,1st gen,Public sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0004607,10,8,50,11,2,51,212,416,999,4,1993,22,6,1,0010,0,50,0,0,4,00200,Graduate degree,51,Female,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0005533,7,8,263200,7,2,54,212,416,999,4,2002,24,6,1,5160,0,8200,0,501,4,00601,Graduate degree,54,Female,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0005533,7,8,263200,5,1,54,212,416,999,4,2002,24,1,1,1021,45,255000,220000,501,4,00601,Graduate degree,54,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0005533,7,8,263200,5,1,12,8,416,999,1,1937,8,0,0,N,0,-19999,-1,501,4,00601,Less than high school,12,Male,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0031504,22,8,800,20,1,19,32,416,291,1,1937,13,6,0,N,0,0,0,3,4,01705,Some high school,19,Male,32,2nd gen,N/A,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0031504,22,8,800,30,2,16,8,51,920,1,1937,14,1,6,4350,20,800,0,3,4,01705,Some high school,16,Female,8,2nd gen,Self-employed,Employed,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0035294,15,8,305400,12,2,30,12,416,995,1,1937,22,1,1,3110,32,102000,102000,501,4,02004,Graduate degree,30,Female,12,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0042058,17,8,212500,17,2,61,212,89,50,3,1979,22,6,1,0710,25,138000,65000,501,4,00301,Graduate degree,61,Female,212,1st gen,Private sector employee,Not in labor force,US-born,TRUE,FALSE,First generation,FALSE
2024,2024HU0124208,16,8,18500,16,1,63,212,416,999,4,1975,19,3,1,7010,28,18500,8000,113,4,00801,Some college,63,Male,212,1st gen,Private sector employee,Unemployed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0226924,38,8,108100,39,2,88,10,416,999,1,1937,1,6,0,N,0,6100,0,41,4,01704,Less than high school,88,Female,10,2nd gen,N/A,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0237365,8,8,86100,10,1,68,212,416,999,4,1977,19,6,1,5810,40,34600,6200,462,4,01704,Some college,68,Male,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0276820,123,8,8000,122,1,22,26,416,51,1,1937,16,1,1,4700,75,8000,8000,50,4,00200,High school degree,22,Male,26,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0321051,12,8,147600,11,2,62,53,416,32,1,1937,16,6,1,4760,40,43000,1000,501,4,02200,High school degree,62,Female,53,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0417961,23,8,279000,20,1,29,301,431,416,4,1995,22,1,1,1021,40,159000,157000,501,4,02002,Graduate degree,29,Male,301,2nd gen,Private sector employee,Employed,Naturalized citizen,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0530402,35,8,250000,33,2,34,8,416,999,1,1937,21,1,1,0051,50,150000,150000,501,4,01602,Bachelors degree,34,Female,8,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0530402,35,8,250000,34,1,2,8,195,416,1,1937,0,0,0,N,0,-19999,-1,501,4,01602,No schooling or N/A,2,Male,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0565516,12,8,370000,12,2,43,6,416,32,1,1937,20,1,1,0910,50,300000,300000,501,4,00401,Some college,43,Female,6,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0565516,12,8,370000,13,1,15,8,148,144,1,1937,13,0,0,N,0,0,0,501,4,00401,Some high school,15,Male,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0565516,12,8,370000,12,1,12,8,148,144,1,1937,8,0,0,N,0,-19999,-1,501,4,00401,Less than high school,12,Male,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0570399,11,8,270000,13,2,33,24,416,999,1,1937,21,1,1,0735,50,90000,90000,501,4,01704,Bachelors degree,33,Female,24,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0583477,16,8,146600,16,2,39,212,416,999,4,1990,22,3,2,0726,40,14600,14600,89,4,01702,Graduate degree,39,Female,212,1st gen,Non-profit employee,Unemployed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0606549,10,8,238400,10,2,36,17,416,234,1,1937,22,1,2,0420,40,113400,113000,501,4,01702,Graduate degree,36,Female,17,2nd gen,Non-profit employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0621952,14,8,148000,14,1,73,212,416,999,4,1971,22,6,0,N,0,132000,0,501,4,00601,Graduate degree,73,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0621952,14,8,148000,14,2,72,212,416,999,4,1976,21,6,0,N,0,16000,0,501,4,00601,Bachelors degree,72,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0639687,19,8,761100,19,1,55,212,416,999,4,1986,23,1,1,3090,60,719000,699000,501,4,01705,Graduate degree,55,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0639687,19,8,761100,20,2,53,212,416,999,4,1983,22,1,6,1305,25,40000,0,501,4,01705,Graduate degree,53,Female,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0639687,19,8,761100,23,2,16,8,416,999,1,1937,14,6,2,4150,40,2100,2100,501,4,01705,Some high school,16,Female,8,2nd gen,Non-profit employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0651707,9,8,350000,9,2,34,212,416,999,4,1990,22,1,1,0051,40,180000,180000,501,4,00502,Graduate degree,34,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0654890,83,8,45500,83,2,58,13,416,999,1,1937,22,1,7,4710,10,25500,12000,222,4,02200,Graduate degree,58,Female,13,2nd gen,Self-employed,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0654890,83,8,45500,1,1,18,364,234,999,4,2018,14,1,1,9600,40,20000,20000,222,4,02200,Some high school,18,Male,364,2nd gen,Private sector employee,Employed,Naturalized citizen,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0685845,23,8,32000,24,1,65,212,416,999,5,1979,21,3,9,9920,0,13000,0,171,4,01401,Bachelors degree,65,Male,212,1st gen,N/A,Unemployed,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0695603,11,8,220000,11,1,38,212,416,999,5,2014,24,6,1,1650,0,0,0,501,4,01603,Graduate degree,38,Male,212,1st gen,Private sector employee,Not in labor force,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0695603,11,8,220000,11,2,37,212,416,999,5,2015,23,1,2,3090,40,220000,216000,501,4,01603,Graduate degree,37,Female,212,1st gen,Non-profit employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0695603,11,8,220000,11,1,5,8,416,999,1,1937,3,0,0,N,0,-19999,-1,501,4,01603,Less than high school,5,Male,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0695603,11,8,220000,11,1,1,8,416,999,1,1937,0,0,0,N,0,-19999,-1,501,4,01603,No schooling or N/A,1,Male,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0714125,51,8,10000,50,2,41,212,416,999,3,2011,19,1,3,2545,35,10000,10000,39,4,01705,Some college,41,Female,212,1st gen,Public sector employee,Employed,US-born,TRUE,TRUE,First generation,FALSE
2024,2024HU0714125,51,8,10000,47,2,9,8,416,999,1,1937,7,0,0,N,0,-19999,-1,39,4,01705,Less than high school,9,Female,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0714125,51,8,10000,54,1,8,8,416,999,1,1937,6,0,0,N,0,-19999,-1,39,4,01705,Less than high school,8,Male,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0714372,23,8,148300,23,2,61,212,22,87,3,1963,22,1,4,0137,40,110000,110000,501,4,00901,Graduate degree,61,Female,212,1st gen,Public sector employee,Employed,US-born,TRUE,FALSE,First generation,FALSE
2024,2024HU0721452,14,8,180000,13,2,38,17,416,999,1,1937,17,1,1,0410,20,30000,30000,501,4,00703,High school degree,38,Female,17,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0721452,14,8,180000,11,1,3,8,995,999,1,1937,2,0,0,N,0,-19999,-1,501,4,00703,Less than high school,3,Male,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0721452,14,8,180000,10,1,0,8,995,999,1,1937,0,0,0,N,0,-19999,-1,501,4,00703,No schooling or N/A,0,Male,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0733777,15,8,60000,15,2,42,212,416,999,4,2009,19,1,1,3602,40,32000,32000,239,4,01705,Some college,42,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0733777,15,8,60000,21,1,6,8,902,999,1,1937,3,0,0,N,0,-19999,-1,239,4,01705,Less than high school,6,Male,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0771547,6,8,127000,8,1,40,16,416,939,1,1937,21,1,3,2545,35,31000,22000,403,4,01705,Bachelors degree,40,Male,16,2nd gen,Public sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0771547,6,8,127000,4,1,5,6,22,50,1,1937,3,0,0,N,0,-19999,-1,403,4,01705,Less than high school,5,Male,6,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0771547,6,8,127000,16,1,2,501,22,50,3,2022,0,0,0,N,0,-19999,-1,403,4,01705,No schooling or N/A,2,Male,501,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0822761,79,8,25600,79,2,21,231,416,795,4,2011,19,1,7,4521,30,23000,23000,143,4,00302,Some college,21,Female,231,2nd gen,Self-employed,Employed,Naturalized citizen,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0890561,16,8,117000,5,2,30,8,22,416,1,1937,20,1,1,0440,40,60000,60000,373,4,01101,Some college,30,Female,8,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0895472,6,8,471000,6,2,39,212,416,999,4,2014,22,1,3,0230,40,91000,91000,501,4,01602,Graduate degree,39,Female,212,1st gen,Public sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0895472,6,8,471000,8,1,38,212,416,999,4,2013,23,1,3,3090,40,380000,380000,501,4,01602,Graduate degree,38,Male,212,1st gen,Public sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0895472,6,8,471000,9,2,67,212,416,999,5,2023,20,6,0,N,0,0,0,501,4,01602,Some college,67,Female,212,1st gen,N/A,Not in labor force,Not a citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0947833,6,8,157900,6,1,48,212,924,416,4,1979,22,1,1,1021,50,157900,160000,501,4,01603,Graduate degree,48,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0947833,6,8,157900,8,2,46,212,924,416,4,2016,21,6,0,N,0,0,0,501,4,01603,Bachelors degree,46,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0947833,6,8,157900,7,1,4,8,924,416,1,1937,2,0,0,N,0,-19999,-1,501,4,01603,Less than high school,4,Male,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0953600,13,8,86900,14,1,58,212,416,999,4,1974,16,6,0,N,0,0,0,361,4,01601,High school degree,58,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0953600,13,8,86900,12,1,27,8,22,999,1,1937,16,1,5,5550,40,52000,52000,361,4,01601,High school degree,27,Male,8,2nd gen,Public sector employee,Employed,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0961180,49,8,27100,49,2,73,212,416,999,4,1978,21,1,6,9142,25,14600,0,146,4,01602,Bachelors degree,73,Female,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0961180,49,8,27100,46,1,70,212,416,999,4,1985,16,1,1,4510,20,12500,12500,146,4,01602,High school degree,70,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU0984661,14,8,271000,13,2,56,40,89,416,1,1937,22,1,1,0440,40,122000,122000,501,4,01704,Graduate degree,56,Female,40,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0984661,14,8,271000,8,2,17,8,32,22,1,1937,14,1,1,4760,16,15000,15000,501,4,01704,Some high school,17,Female,8,2nd gen,Private sector employee,Employed,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0984661,14,8,271000,10,1,15,8,32,22,1,1937,12,0,0,N,0,0,0,501,4,01704,Some high school,15,Male,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
